IncidentID,Date,Tower,Repair Cost,Downtime,Cause,Asset,Failure mode,Effect
850,03/06/2019,27,7009,22,Construction error,gearbox,oil lekage,"Cost, downtime  and Slippery floor"
851,03/06/2019,30,2659,45,Incorrect input,brake system,trip (forced shutdown),"Cost, downtime "
852,10/06/2019,21,22756,70,Imbalance,Blade,vibration (forced shutdown),"Cost, downtime "
853,11/06/2019,15,2379,45,Incorrect input,brake system,trip (forced shutdown),"Cost, downtime "
854,17/06/2019,17,6317,22,Construction error,gearbox,oil lekage,"Cost, downtime  and Slippery floor"
855,21/06/2019,26,7341,44,Contamination (salt build up),transformer,trip (forced shutdown),"Cost, downtime "
856,23/06/2019,7,2551,47,Incorrect input,brake system,trip (forced shutdown),"Cost, downtime "
857,28/06/2019,29,2687,50,Incorrect input,yaw system,trip (forced shutdown),"Cost, downtime "
858,03/07/2019,13,2540,44,ventilation error,generator,overheating (forced Shutdown),"Cost, downtime "
859,08/07/2019,32,6131,50,Contamination (salt build up),transformer,trip (forced shutdown),"Cost, downtime "
860,12/07/2019,6,7862,22,Construction error,gearbox,oil lekage,"Cost, downtime  and Slippery floor"
861,17/07/2019,12,965883,649,Collision with flock of birds,Blade,Rupture,"Cost, downtime  and Collision filmed, national news media; 80 complaints.  "
862,20/07/2019,27,1500,0,slippery stair,personnel,falling,"Cost, downtime  and Long absence"
863,23/07/2019,24,21117,70,construction error,transformer,leakage,"Cost, downtime  and 200 ltr oil spilled into sea, 0,8 km2 lightly polluted."
864,27/07/2019,20,2581,50,Voltage spike,generator,trip (forced shutdown),"Cost, downtime "
865,30/07/2019,7,2643,45,Voltage spike,generator,trip (forced shutdown),"Cost, downtime "
866,05/08/2019,23,6967,23,Construction error,gearbox,oil lekage,"Cost, downtime  and Slippery floor"
867,11/08/2019,23,2493,46,ventilation error,generator,overheating (forced Shutdown),"Cost, downtime "
868,13/08/2019,22,6862,43,Contamination (salt build up),transformer,trip (forced shutdown),"Cost, downtime "
869,19/08/2019,19,1500,0,slippery stair,personnel,falling,"Cost, downtime  and Long absence"
870,24/08/2019,16,2646,50,Voltage spike,generator,trip (forced shutdown),"Cost, downtime "
871,28/08/2019,23,2592,52,Incorrect input,yaw system,trip (forced shutdown),"Cost, downtime "
872,29/08/2019,26,72903,172,overload,gearbox,Tooth failure,"Cost, downtime "
873,01/09/2019,24,2308,51,Incorrect input,pitch system,trip (forced shutdown),"Cost, downtime "
874,05/09/2019,10,2496,50,Incorrect input,brake system,trip (forced shutdown),"Cost, downtime "
875,12/09/2019,12,20161,72,Imbalance,Blade,vibration (forced shutdown),"Cost, downtime "
876,14/09/2019,10,1500,0,slippery stair,personnel,falling,"Cost, downtime  and Long absence"
877,21/09/2019,6,21919,77,Imbalance,Blade,vibration (forced shutdown),"Cost, downtime "
878,22/09/2019,34,2607,47,Incorrect input,yaw system,trip (forced shutdown),"Cost, downtime "
879,27/09/2019,7,2354,44,ventilation error,generator,overheating (forced Shutdown),"Cost, downtime "
880,27/09/2019,30,6130,49,Contamination (salt build up),transformer,trip (forced shutdown),"Cost, downtime "
881,02/10/2019,2,25388,76,Imbalance,Blade,vibration (forced shutdown),"Cost, downtime "
882,06/10/2019,24,21285,67,Imbalance,Blade,vibration (forced shutdown),"Cost, downtime "
883,12/10/2019,7,2629,44,Incorrect input,yaw system,trip (forced shutdown),"Cost, downtime "
884,18/10/2019,34,2432,49,"Construction error (misalignment, bolts not tightened)",main shaft,vibration (forced shutdown),"Cost, downtime "
885,22/10/2019,27,6312,49,Contamination (salt build up),transformer,trip (forced shutdown),"Cost, downtime "
886,24/10/2019,1,21464,68,Imbalance,Blade,vibration (forced shutdown),"Cost, downtime "
887,28/10/2019,6,2427,47,Incorrect input,yaw system,trip (forced shutdown),"Cost, downtime "
888,03/11/2019,32,2713,74,Extreme weather,tower,vibration (forced shutdown),"Cost, downtime "
889,06/11/2019,30,6710,23,Construction error,gearbox,oil lekage,"Cost, downtime  and Slippery floor"
890,13/11/2019,33,5583,50,Contamination (salt build up),transformer,trip (forced shutdown),"Cost, downtime "
891,13/11/2019,17,2468,45,Voltage spike,generator,trip (forced shutdown),"Cost, downtime "
892,17/11/2019,9,5888,48,Contamination (salt build up),transformer,trip (forced shutdown),"Cost, downtime "
893,18/11/2019,5,1500,0,slippery stair,personnel,falling,"Cost, downtime  and Long absence"
894,20/11/2019,29,795371,671,Collision with flock of birds,Blade,Rupture,"Cost, downtime  and Collision filmed, national news media; 80 complaints.  "
895,20/11/2019,28,2577,46,"Construction error (misalignment, bolts not tightened)",main shaft,vibration (forced shutdown),"Cost, downtime "
896,20/11/2019,7,2445,52,Incorrect input,pitch system,trip (forced shutdown),"Cost, downtime "
897,27/11/2019,1,2454,45,"Construction error (misalignment, bolts not tightened)",main shaft,vibration (forced shutdown),"Cost, downtime "
898,01/12/2019,22,61658,154,overload,gearbox,Tooth failure,"Cost, downtime "
899,05/12/2019,28,2544,50,Incorrect input,yaw system,trip (forced shutdown),"Cost, downtime "
900,06/12/2019,30,2536,45,Incorrect input,pitch system,trip (forced shutdown),"Cost, downtime "
901,11/12/2019,11,2525,48,"Construction error (misalignment, bolts not tightened)",main shaft,vibration (forced shutdown),"Cost, downtime "
902,14/12/2019,6,7337,50,Contamination (salt build up),transformer,trip (forced shutdown),"Cost, downtime "
903,14/12/2019,24,2676,52,"Construction error (misalignment, bolts not tightened)",main shaft,vibration (forced shutdown),"Cost, downtime "
904,15/12/2019,28,7634,24,Construction error,gearbox,oil lekage,"Cost, downtime  and Slippery floor"
905,20/12/2019,7,20107,67,Imbalance,Blade,vibration (forced shutdown),"Cost, downtime "
906,27/12/2019,16,2334,48,Voltage spike,generator,trip (forced shutdown),"Cost, downtime "
907,02/01/2020,27,2458,46,Incorrect input,brake system,trip (forced shutdown),"Cost, downtime "
908,04/01/2020,2,1102077,311,Extreme weather,blade,edge crack,"Cost, downtime "
909,10/01/2020,26,20617,66,Imbalance,Blade,vibration (forced shutdown),"Cost, downtime "
910,11/01/2020,3,5862,49,Contamination (salt build up),transformer,trip (forced shutdown),"Cost, downtime "
911,14/01/2020,36,2503,50,Incorrect input,brake system,trip (forced shutdown),"Cost, downtime "
912,15/01/2020,7,2609,44,Incorrect input,brake system,trip (forced shutdown),"Cost, downtime "
913,19/01/2020,7,18192,69,Imbalance,Blade,vibration (forced shutdown),"Cost, downtime "
914,24/01/2020,18,982539,701,Collision with flock of birds,Blade,Rupture,"Cost, downtime  and Collision filmed, national news media; 80 complaints.  "
915,28/01/2020,6,8189,23,Construction error,gearbox,oil lekage,"Cost, downtime  and Slippery floor"
916,31/01/2020,34,2580,44,Voltage spike,generator,trip (forced shutdown),"Cost, downtime "
917,05/02/2020,34,1500,0,slippery stair,personnel,falling,"Cost, downtime  and Long absence"
918,11/02/2020,8,6306,46,Contamination (salt build up),transformer,trip (forced shutdown),"Cost, downtime "
919,12/02/2020,36,2341,52,Incorrect input,brake system,trip (forced shutdown),"Cost, downtime "
920,12/02/2020,31,22565,72,Imbalance,Blade,vibration (forced shutdown),"Cost, downtime "
921,19/02/2020,26,2559,45,Incorrect input,brake system,trip (forced shutdown),"Cost, downtime "
922,26/02/2020,29,2582,52,"Construction error (misalignment, bolts not tightened)",main shaft,vibration (forced shutdown),"Cost, downtime "
923,03/03/2020,34,20069,73,Imbalance,Blade,vibration (forced shutdown),"Cost, downtime "
924,06/03/2020,25,6074,48,Contamination (salt build up),transformer,trip (forced shutdown),"Cost, downtime "
925,12/03/2020,25,2463,46,Incorrect input,brake system,trip (forced shutdown),"Cost, downtime "
926,19/03/2020,25,95534,612,Corrosion,tower,loss of strength,"Cost, downtime "
927,19/03/2020,23,2382,49,Incorrect input,yaw system,trip (forced shutdown),"Cost, downtime "
928,23/03/2020,7,1034044,329,Extreme weather,blade,edge crack,"Cost, downtime "
929,24/03/2020,28,2927,67,Extreme weather,tower,vibration (forced shutdown),"Cost, downtime "
930,31/03/2020,26,2564,52,Incorrect input,yaw system,trip (forced shutdown),"Cost, downtime "
931,05/04/2020,6,306761,614,Extreme weather,substructure,crack,"Cost, downtime "
932,10/04/2020,3,2360,50,"Construction error (misalignment, bolts not tightened)",main shaft,vibration (forced shutdown),"Cost, downtime "
933,16/04/2020,9,2487,46,Incorrect input,pitch system,trip (forced shutdown),"Cost, downtime "
934,22/04/2020,1,2488,47,Incorrect input,yaw system,trip (forced shutdown),"Cost, downtime "
935,26/04/2020,2,2522,43,Incorrect input,brake system,trip (forced shutdown),"Cost, downtime "
936,27/04/2020,25,2322,46,Incorrect input,yaw system,trip (forced shutdown),"Cost, downtime "
937,30/04/2020,36,6587,43,Contamination (salt build up),transformer,trip (forced shutdown),"Cost, downtime "
938,06/05/2020,27,2392,52,"Construction error (misalignment, bolts not tightened)",main shaft,vibration (forced shutdown),"Cost, downtime "
939,08/05/2020,4,2507,44,Incorrect input,yaw system,trip (forced shutdown),"Cost, downtime "
940,10/05/2020,29,2492,47,Incorrect input,brake system,trip (forced shutdown),"Cost, downtime "
941,12/05/2020,36,6911,45,Contamination (salt build up),transformer,trip (forced shutdown),"Cost, downtime "
942,18/05/2020,1,2502,47,Incorrect input,pitch system,trip (forced shutdown),"Cost, downtime "
943,19/05/2020,32,3099,68,Extreme weather,tower,vibration (forced shutdown),"Cost, downtime "
944,23/05/2020,7,1500,74,market demand,vessel,Being unavailable,"Cost, downtime "
945,27/05/2020,10,2618,45,Incorrect input,yaw system,trip (forced shutdown),"Cost, downtime "
946,02/06/2020,26,19719,76,Imbalance,Blade,vibration (forced shutdown),"Cost, downtime "
947,09/06/2020,36,1500,78,market demand,vessel,Being unavailable,"Cost, downtime "
948,15/06/2020,8,2570,52,Incorrect input,pitch system,trip (forced shutdown),"Cost, downtime "
949,20/06/2020,18,2364,46,ventilation error,generator,overheating (forced Shutdown),"Cost, downtime "
950,25/06/2020,7,2655,51,"Construction error (misalignment, bolts not tightened)",main shaft,vibration (forced shutdown),"Cost, downtime "
951,26/06/2020,3,6109,46,Contamination (salt build up),transformer,trip (forced shutdown),"Cost, downtime "
952,01/07/2020,8,2648,50,Incorrect input,pitch system,trip (forced shutdown),"Cost, downtime "
953,04/07/2020,18,22906,75,Imbalance,Blade,vibration (forced shutdown),"Cost, downtime "
954,09/07/2020,18,2846,75,Extreme weather,tower,vibration (forced shutdown),"Cost, downtime "
955,09/07/2020,15,2520,45,Incorrect input,yaw system,trip (forced shutdown),"Cost, downtime "
956,12/07/2020,1,2635,48,Incorrect input,pitch system,trip (forced shutdown),"Cost, downtime "
957,15/07/2020,27,2302,49,Incorrect input,brake system,trip (forced shutdown),"Cost, downtime "
958,18/07/2020,13,6055,47,Contamination (salt build up),transformer,trip (forced shutdown),"Cost, downtime "
959,25/07/2020,2,6339,23,Construction error,gearbox,oil lekage,"Cost, downtime  and Slippery floor"
960,27/07/2020,31,2369,51,Incorrect input,yaw system,trip (forced shutdown),"Cost, downtime "
961,02/08/2020,20,6590,22,Construction error,gearbox,oil lekage,"Cost, downtime  and Slippery floor"
962,06/08/2020,12,2558,50,Voltage spike,generator,trip (forced shutdown),"Cost, downtime "
963,06/08/2020,3,7127,49,Contamination (salt build up),transformer,trip (forced shutdown),"Cost, downtime "
964,13/08/2020,35,2407,50,Incorrect input,pitch system,trip (forced shutdown),"Cost, downtime "
965,16/08/2020,34,2736,68,Extreme weather,tower,vibration (forced shutdown),"Cost, downtime "
966,22/08/2020,1,6848,48,Contamination (salt build up),transformer,trip (forced shutdown),"Cost, downtime "
967,25/08/2020,17,3062,65,Extreme weather,tower,vibration (forced shutdown),"Cost, downtime "
968,30/08/2020,24,6258,51,Contamination (salt build up),transformer,trip (forced shutdown),"Cost, downtime "
969,06/09/2020,7,1500,72,market demand,vessel,Being unavailable,"Cost, downtime "
970,07/09/2020,18,2531,52,Incorrect input,brake system,trip (forced shutdown),"Cost, downtime "
971,14/09/2020,22,2394,47,Voltage spike,generator,trip (forced shutdown),"Cost, downtime "
972,15/09/2020,8,7443,44,Contamination (salt build up),transformer,trip (forced shutdown),"Cost, downtime "
973,18/09/2020,14,19753,75,Imbalance,Blade,vibration (forced shutdown),"Cost, downtime "
974,21/09/2020,24,8455,22,Construction error,gearbox,oil lekage,"Cost, downtime  and Slippery floor"
975,26/09/2020,25,6777,48,Contamination (salt build up),transformer,trip (forced shutdown),"Cost, downtime "
976,27/09/2020,31,2413,43,Incorrect input,brake system,trip (forced shutdown),"Cost, downtime "
977,29/09/2020,18,2871541,4696,Brake system failure,rotor,extreme overspeed,"Cost, downtime  and Collapse filmed, international news media. Some 300 complaints. 5 km2 lightly polluted."
978,01/10/2020,24,19231,70,construction error,transformer,leakage,"Cost, downtime  and 200 ltr oil spilled into sea, 0,8 km2 lightly polluted."
979,02/10/2020,1,2684,48,Incorrect input,pitch system,trip (forced shutdown),"Cost, downtime "
980,06/10/2020,22,5823,48,Contamination (salt build up),transformer,trip (forced shutdown),"Cost, downtime "
981,06/10/2020,4,2407,51,Incorrect input,yaw system,trip (forced shutdown),"Cost, downtime "
982,10/10/2020,26,2340,48,"Construction error (misalignment, bolts not tightened)",main shaft,vibration (forced shutdown),"Cost, downtime "
983,13/10/2020,5,7413,49,Contamination (salt build up),transformer,trip (forced shutdown),"Cost, downtime "
984,19/10/2020,10,18581,66,Imbalance,Blade,vibration (forced shutdown),"Cost, downtime "
985,25/10/2020,7,21812,79,Imbalance,Blade,vibration (forced shutdown),"Cost, downtime "
986,26/10/2020,15,20013,68,Imbalance,Blade,vibration (forced shutdown),"Cost, downtime "
987,30/10/2020,12,2556,48,Incorrect input,pitch system,trip (forced shutdown),"Cost, downtime "
988,05/11/2020,30,89443,683,Corrosion,tower,loss of strength,"Cost, downtime "
989,09/11/2020,27,2602,50,Incorrect input,pitch system,trip (forced shutdown),"Cost, downtime "
990,15/11/2020,28,1500,0,slippery stair,personnel,falling,"Cost, downtime  and Long absence"
991,16/11/2020,27,5821,44,Contamination (salt build up),transformer,trip (forced shutdown),"Cost, downtime "
992,20/11/2020,8,2354,52,ventilation error,generator,overheating (forced Shutdown),"Cost, downtime "
993,24/11/2020,14,7285,45,Contamination (salt build up),transformer,trip (forced shutdown),"Cost, downtime "
994,30/11/2020,36,1500,0,slippery stair,personnel,falling,"Cost, downtime  and Long absence"
995,04/12/2020,28,2680,51,"Construction error (misalignment, bolts not tightened)",main shaft,vibration (forced shutdown),"Cost, downtime "
996,07/12/2020,7,2639,49,Incorrect input,yaw system,trip (forced shutdown),"Cost, downtime "
997,13/12/2020,29,18506,79,Imbalance,Blade,vibration (forced shutdown),"Cost, downtime "
998,18/12/2020,2,2575,47,Incorrect input,yaw system,trip (forced shutdown),"Cost, downtime "
999,25/12/2020,31,2347,52,Incorrect input,yaw system,trip (forced shutdown),"Cost, downtime "
1000,01/01/2021,30,8551,26,Construction error,gearbox,oil lekage,"Cost, downtime  and Slippery floor"
1001,02/01/2021,34,56030,180,Wear,Cable,Short circuit,"Cost, downtime "
1002,03/01/2021,7,2614,49,"Construction error (misalignment, bolts not tightened)",main shaft,vibration (forced shutdown),"Cost, downtime "
1003,09/01/2021,25,2332,48,"Construction error (misalignment, bolts not tightened)",main shaft,vibration (forced shutdown),"Cost, downtime "
1004,14/01/2021,6,19737,74,Imbalance,Blade,vibration (forced shutdown),"Cost, downtime "
1005,17/01/2021,22,24692,70,Imbalance,Blade,vibration (forced shutdown),"Cost, downtime "
1006,23/01/2021,36,2506,48,"Construction error (misalignment, bolts not tightened)",main shaft,vibration (forced shutdown),"Cost, downtime "
1007,30/01/2021,7,1500,0,slippery stair,personnel,falling,"Cost, downtime  and Long absence"
1008,03/02/2021,12,5804,44,Contamination (salt build up),transformer,trip (forced shutdown),"Cost, downtime "
1009,06/02/2021,29,5818,53,Contamination (salt build up),transformer,trip (forced shutdown),"Cost, downtime "
1010,06/02/2021,28,17941,71,Imbalance,Blade,vibration (forced shutdown),"Cost, downtime "
1011,12/02/2021,17,2392,47,Incorrect input,yaw system,trip (forced shutdown),"Cost, downtime "
1012,15/02/2021,23,2326,43,Incorrect input,pitch system,trip (forced shutdown),"Cost, downtime "
1013,19/02/2021,6,2683829,4887,Brake system failure,rotor,extreme overspeed,"Cost, downtime  and Collapse filmed, international news media. Some 300 complaints. 5 km2 lightly polluted."
1014,24/02/2021,27,64976,176,overload,gearbox,Tooth failure,"Cost, downtime "
1015,25/02/2021,34,18215,76,Imbalance,Blade,vibration (forced shutdown),"Cost, downtime "
1016,03/03/2021,6,7176,47,Contamination (salt build up),transformer,trip (forced shutdown),"Cost, downtime "
1017,07/03/2021,33,2507,45,Incorrect input,yaw system,trip (forced shutdown),"Cost, downtime "
1018,09/03/2021,3,6648,47,Contamination (salt build up),transformer,trip (forced shutdown),"Cost, downtime "
1019,10/03/2021,34,6589,26,Construction error,gearbox,oil lekage,"Cost, downtime  and Slippery floor"
1020,12/03/2021,31,24932,67,Imbalance,Blade,vibration (forced shutdown),"Cost, downtime "
1021,17/03/2021,7,20988,70,Imbalance,Blade,vibration (forced shutdown),"Cost, downtime "
1022,18/03/2021,27,5598,48,Contamination (salt build up),transformer,trip (forced shutdown),"Cost, downtime "
1023,19/03/2021,19,2567,45,"Construction error (misalignment, bolts not tightened)",main shaft,vibration (forced shutdown),"Cost, downtime "
1024,23/03/2021,23,2304,48,Incorrect input,brake system,trip (forced shutdown),"Cost, downtime "
1025,29/03/2021,12,2690,50,"Construction error (misalignment, bolts not tightened)",main shaft,vibration (forced shutdown),"Cost, downtime "
1026,03/04/2021,34,2494,47,Incorrect input,yaw system,trip (forced shutdown),"Cost, downtime "
1027,03/04/2021,21,6473,44,Contamination (salt build up),transformer,trip (forced shutdown),"Cost, downtime "
1028,10/04/2021,12,23901,74,Imbalance,Blade,vibration (forced shutdown),"Cost, downtime "
1029,17/04/2021,13,2477,45,Incorrect input,pitch system,trip (forced shutdown),"Cost, downtime "
1030,19/04/2021,1,1015524,341,Extreme weather,blade,edge crack,"Cost, downtime "
1031,25/04/2021,31,2351,48,Incorrect input,pitch system,trip (forced shutdown),"Cost, downtime "
1032,25/04/2021,11,2355,47,Incorrect input,yaw system,trip (forced shutdown),"Cost, downtime "
1033,30/04/2021,4,2493,45,Incorrect input,brake system,trip (forced shutdown),"Cost, downtime "
1034,04/05/2021,9,6522,43,Contamination (salt build up),transformer,trip (forced shutdown),"Cost, downtime "
1035,11/05/2021,20,2532,53,ventilation error,generator,overheating (forced Shutdown),"Cost, downtime "
1036,14/05/2021,36,19976,68,Imbalance,Blade,vibration (forced shutdown),"Cost, downtime "
1037,17/05/2021,3,2436,51,Incorrect input,brake system,trip (forced shutdown),"Cost, downtime "
1038,19/05/2021,30,2504,44,Incorrect input,brake system,trip (forced shutdown),"Cost, downtime "
1039,26/05/2021,8,260922,620,Extreme weather,substructure,crack,"Cost, downtime "
1040,30/05/2021,33,6773,48,Contamination (salt build up),transformer,trip (forced shutdown),"Cost, downtime "
1041,03/06/2021,7,7206,22,Construction error,gearbox,oil lekage,"Cost, downtime  and Slippery floor"
1042,04/06/2021,15,1500,0,slippery stair,personnel,falling,"Cost, downtime  and Long absence"
1043,05/06/2021,26,2566,44,ventilation error,generator,overheating (forced Shutdown),"Cost, downtime "
1044,07/06/2021,36,2417,51,Incorrect input,pitch system,trip (forced shutdown),"Cost, downtime "
1045,10/06/2021,7,1500,0,slippery stair,personnel,falling,"Cost, downtime  and Long absence"
1046,12/06/2021,7,1500,0,slippery stair,personnel,falling,"Cost, downtime  and Long absence"
1047,17/06/2021,10,2594,49,Incorrect input,brake system,trip (forced shutdown),"Cost, downtime "
1048,24/06/2021,32,2454,47,Incorrect input,pitch system,trip (forced shutdown),"Cost, downtime "
1049,27/06/2021,20,2657,47,Incorrect input,pitch system,trip (forced shutdown),"Cost, downtime "
1050,30/06/2021,23,7930,23,Construction error,gearbox,oil lekage,"Cost, downtime  and Slippery floor"
1051,07/07/2021,14,2509,50,"Construction error (misalignment, bolts not tightened)",main shaft,vibration (forced shutdown),"Cost, downtime "
1052,11/07/2021,26,6983,23,Construction error,gearbox,oil lekage,"Cost, downtime  and Slippery floor"
1053,16/07/2021,27,2632,44,Incorrect input,yaw system,trip (forced shutdown),"Cost, downtime "
1054,19/07/2021,7,2618,47,ventilation error,generator,overheating (forced Shutdown),"Cost, downtime "
1055,21/07/2021,7,978354,325,Extreme weather,blade,edge crack,"Cost, downtime "
1056,25/07/2021,6,2382,47,Incorrect input,yaw system,trip (forced shutdown),"Cost, downtime "
1057,30/07/2021,15,6801,49,Contamination (salt build up),transformer,trip (forced shutdown),"Cost, downtime "
1058,31/07/2021,23,6809,48,Contamination (salt build up),transformer,trip (forced shutdown),"Cost, downtime "
1059,04/08/2021,29,2681,51,Incorrect input,pitch system,trip (forced shutdown),"Cost, downtime "
1060,06/08/2021,7,17730,67,Imbalance,Blade,vibration (forced shutdown),"Cost, downtime "
1061,07/08/2021,8,7087,49,Contamination (salt build up),transformer,trip (forced shutdown),"Cost, downtime "
1062,13/08/2021,30,7042,50,Contamination (salt build up),transformer,trip (forced shutdown),"Cost, downtime "
1063,14/08/2021,10,6829,51,Contamination (salt build up),transformer,trip (forced shutdown),"Cost, downtime "
1064,17/08/2021,11,2453,43,Incorrect input,pitch system,trip (forced shutdown),"Cost, downtime "
1065,24/08/2021,27,5823,49,Contamination (salt build up),transformer,trip (forced shutdown),"Cost, downtime "
1066,30/08/2021,4,2464,44,"Construction error (misalignment, bolts not tightened)",main shaft,vibration (forced shutdown),"Cost, downtime "
1067,31/08/2021,17,2407,44,Voltage spike,generator,trip (forced shutdown),"Cost, downtime "
1068,03/09/2021,19,2687,45,Incorrect input,yaw system,trip (forced shutdown),"Cost, downtime "
1069,08/09/2021,8,2453,50,"Construction error (misalignment, bolts not tightened)",main shaft,vibration (forced shutdown),"Cost, downtime "
1070,11/09/2021,6,2726,67,Extreme weather,tower,vibration (forced shutdown),"Cost, downtime "
1071,14/09/2021,19,1055426,319,Extreme weather,blade,edge crack,"Cost, downtime "
1072,16/09/2021,21,2358,44,Incorrect input,pitch system,trip (forced shutdown),"Cost, downtime "
1073,19/09/2021,25,2432,46,Incorrect input,pitch system,trip (forced shutdown),"Cost, downtime "
1074,22/09/2021,4,5613,48,Contamination (salt build up),transformer,trip (forced shutdown),"Cost, downtime "
1075,28/09/2021,1,2618,53,Incorrect input,yaw system,trip (forced shutdown),"Cost, downtime "
1076,05/10/2021,8,6997,46,Contamination (salt build up),transformer,trip (forced shutdown),"Cost, downtime "
1077,11/10/2021,28,2653,52,ventilation error,generator,overheating (forced Shutdown),"Cost, downtime "
1078,12/10/2021,32,7976,22,Construction error,gearbox,oil lekage,"Cost, downtime  and Slippery floor"
1079,16/10/2021,3,7344,44,Contamination (salt build up),transformer,trip (forced shutdown),"Cost, downtime "
1080,19/10/2021,25,2372,53,Incorrect input,brake system,trip (forced shutdown),"Cost, downtime "
1081,26/10/2021,7,2679,51,ventilation error,generator,overheating (forced Shutdown),"Cost, downtime "
1082,28/10/2021,26,19781,78,Imbalance,Blade,vibration (forced shutdown),"Cost, downtime "
1083,02/11/2021,6,69989,167,overload,gearbox,Tooth failure,"Cost, downtime "
1084,05/11/2021,6,23274,74,Imbalance,Blade,vibration (forced shutdown),"Cost, downtime "
1085,06/11/2021,30,6937,48,Contamination (salt build up),transformer,trip (forced shutdown),"Cost, downtime "
1086,09/11/2021,4,6807,45,Contamination (salt build up),transformer,trip (forced shutdown),"Cost, downtime "
1087,15/11/2021,20,2660,48,Incorrect input,yaw system,trip (forced shutdown),"Cost, downtime "
1088,22/11/2021,30,42338,164,Wear,Cable,Short circuit,"Cost, downtime "
1089,26/11/2021,24,265312,616,Extreme weather,substructure,crack,"Cost, downtime "
1090,27/11/2021,19,2645,49,Incorrect input,pitch system,trip (forced shutdown),"Cost, downtime "
1091,02/12/2021,24,2652,47,"Construction error (misalignment, bolts not tightened)",main shaft,vibration (forced shutdown),"Cost, downtime "
1092,05/12/2021,12,2476,46,Incorrect input,yaw system,trip (forced shutdown),"Cost, downtime "
1093,09/12/2021,36,7418,51,Contamination (salt build up),transformer,trip (forced shutdown),"Cost, downtime "
1094,09/12/2021,13,1500,0,slippery stair,personnel,falling,"Cost, downtime  and Long absence"
1095,14/12/2021,1,7021,50,Contamination (salt build up),transformer,trip (forced shutdown),"Cost, downtime "
1096,16/12/2021,2,2332,48,Incorrect input,brake system,trip (forced shutdown),"Cost, downtime "
1097,23/12/2021,35,6682,23,Construction error,gearbox,oil lekage,"Cost, downtime  and Slippery floor"
1098,25/12/2021,2,18600,65,Imbalance,Blade,vibration (forced shutdown),"Cost, downtime "
1099,27/12/2021,29,2569,46,Incorrect input,pitch system,trip (forced shutdown),"Cost, downtime "
1100,31/12/2021,14,2364,52,"Construction error (misalignment, bolts not tightened)",main shaft,vibration (forced shutdown),"Cost, downtime "
