IncidentID,Date,Tower,Description,Repair Cost,Downtime,Non-financial impact,Total Severity
844,20/05/2019,1,Imbalance of the blade resulted in vibration (forced shutdown).,24169,67,,2
845,23/05/2019,24,Incorrect input for the pitch system resulted in trip (forced shutdown).,2465,50,,1
846,23/05/2019,26,Incorrect input for the pitch system resulted in trip (forced shutdown).,2344,44,,1
847,24/05/2019,30,Imbalance of the blade resulted in vibration (forced shutdown).,21634,72,,2
848,26/05/2019,30,Imbalance of the blade resulted in vibration (forced shutdown).,24302,70,,2
849,27/05/2019,31,Contamination (salt build up) on the transformer resulted in trip (forced shutdown).,5924,49,,2
850,03/06/2019,27,Construction error of the gearbox resulted in oil Leakage. Impact: Slippery floor,7009,22,Slippery floor,2
851,03/06/2019,30,Incorrect input for the brake system resulted in trip (forced shutdown).,2659,45,,1
852,10/06/2019,21,Imbalance of the blade resulted in vibration (forced shutdown).,22756,70,,2
853,11/06/2019,15,Incorrect input for the brake system resulted in trip (forced shutdown).,2379,45,,1
854,17/06/2019,17,Construction error of the gearbox resulted in oil Leakage. Impact: Slippery floor,6317,22,Slippery floor,1
855,21/06/2019,26,Contamination (salt build up) on the transformer resulted in trip (forced shutdown).,7341,44,,2
856,23/06/2019,7,Incorrect input for the brake system resulted in trip (forced shutdown).,2551,47,,1
857,28/06/2019,29,Incorrect input for the yaw system resulted in trip (forced shutdown).,2687,50,,2
858,03/07/2019,13,Ventilation error for the generator resulted in overheating (forced shutdown).,2540,44,,1
859,08/07/2019,32,Contamination (salt build up) on the transformer resulted in trip (forced shutdown).,6131,50,,2
860,12/07/2019,6,Construction error of the gearbox resulted in oil Leakage. Impact: Slippery floor,7862,22,Slippery floor,2
861,17/07/2019,12,"Collision with flock of birds of the blade resulted in rupture. Impact: Collision filmed, national news media; 80 complaints.  ",965883,649,"Collision filmed, national news media; 80 complaints.  ",4
862,20/07/2019,27,Slippery stairs resulted in personnel falling. Impact: Long absence,1500,0,Long absence,3
863,23/07/2019,24,"Construction error of the transformer resulted in leakage. Impact: 200 ltr oil spilled into sea, 0,8 km2 lightly polluted.",21117,70,"200 ltr oil spilled into sea, 0,8 km2 lightly polluted.",3
864,27/07/2019,20,Voltage spike for the generator resulted in trip (forced shutdown).,2581,50,,2
865,30/07/2019,7,Voltage spike for the generator resulted in trip (forced shutdown).,2643,45,,1
866,05/08/2019,23,Construction error of the gearbox resulted in oil Leakage. Impact: Slippery floor,6967,23,Slippery floor,2
867,11/08/2019,23,Ventilation error for the generator resulted in overheating (forced shutdown).,2493,46,,1
868,13/08/2019,22,Contamination (salt build up) on the transformer resulted in trip (forced shutdown).,6862,43,,2
869,19/08/2019,19,Slippery stairs resulted in personnel falling. Impact: Long absence,1500,0,Long absence,3
870,24/08/2019,16,Voltage spike for the generator resulted in trip (forced shutdown).,2646,50,,2
871,28/08/2019,23,Incorrect input for the yaw system resulted in trip (forced shutdown).,2592,52,,2
872,29/08/2019,26,Overload of the gearbox resulted in tooth failure.,72903,172,,2
873,01/09/2019,24,Incorrect input for the pitch system resulted in trip (forced shutdown).,2308,51,,1
874,05/09/2019,10,Incorrect input for the brake system resulted in trip (forced shutdown).,2496,50,,1
875,12/09/2019,12,Imbalance of the blade resulted in vibration (forced shutdown).,20161,72,,2
876,14/09/2019,10,Slippery stairs resulted in personnel falling. Impact: Long absence,1500,0,Long absence,3
877,21/09/2019,6,Imbalance of the blade resulted in vibration (forced shutdown).,21919,77,,2
878,22/09/2019,34,Incorrect input for the yaw system resulted in trip (forced shutdown).,2607,47,,1
879,27/09/2019,7,Ventilation error for the generator resulted in overheating (forced shutdown).,2354,44,,1
880,27/09/2019,30,Contamination (salt build up) on the transformer resulted in trip (forced shutdown).,6130,49,,2
881,02/10/2019,2,Imbalance of the blade resulted in vibration (forced shutdown).,25388,76,,2
882,06/10/2019,24,Imbalance of the blade resulted in vibration (forced shutdown).,21285,67,,2
883,12/10/2019,7,Incorrect input for the yaw system resulted in trip (forced shutdown).,2629,44,,1
884,18/10/2019,34,"Construction error (misalignment, bolts not tightened) for the main shaft resulted in vibration (forced shutdown).",2432,49,,1
885,22/10/2019,27,Contamination (salt build up) on the transformer resulted in trip (forced shutdown).,6312,49,,2
886,24/10/2019,1,Imbalance of the blade resulted in vibration (forced shutdown).,21464,68,,2
887,28/10/2019,6,Incorrect input for the yaw system resulted in trip (forced shutdown).,2427,47,,1
888,03/11/2019,32,Extreme weather resulted in tower vibration (forced shutdown).,2713,74,,2
889,06/11/2019,30,Construction error of the gearbox resulted in oil Leakage. Impact: Slippery floor,6710,23,Slippery floor,2
890,13/11/2019,33,Contamination (salt build up) on the transformer resulted in trip (forced shutdown).,5583,50,,2
891,13/11/2019,17,Voltage spike for the generator resulted in trip (forced shutdown).,2468,45,,1
892,17/11/2019,9,Contamination (salt build up) on the transformer resulted in trip (forced shutdown).,5888,48,,2
893,18/11/2019,5,Slippery stairs resulted in personnel falling. Impact: Long absence,1500,0,Long absence,3
894,20/11/2019,29,"Collision with flock of birds of the blade resulted in rupture. Impact: Collision filmed, national news media; 80 complaints.  ",795371,671,"Collision filmed, national news media; 80 complaints.  ",3
895,20/11/2019,28,"Construction error (misalignment, bolts not tightened) for the main shaft resulted in vibration (forced shutdown).",2577,46,,1
896,20/11/2019,7,Incorrect input for the pitch system resulted in trip (forced shutdown).,2445,52,,2
897,27/11/2019,1,"Construction error (misalignment, bolts not tightened) for the main shaft resulted in vibration (forced shutdown).",2454,45,,1
898,01/12/2019,22,Overload of the gearbox resulted in tooth failure.,61658,154,,2
899,05/12/2019,28,Incorrect input for the yaw system resulted in trip (forced shutdown).,2544,50,,2
900,06/12/2019,30,Incorrect input for the pitch system resulted in trip (forced shutdown).,2536,45,,1
901,11/12/2019,11,"Construction error (misalignment, bolts not tightened) for the main shaft resulted in vibration (forced shutdown).",2525,48,,1
902,14/12/2019,6,Contamination (salt build up) on the transformer resulted in trip (forced shutdown).,7337,50,,2
903,14/12/2019,24,"Construction error (misalignment, bolts not tightened) for the main shaft resulted in vibration (forced shutdown).",2676,52,,2
904,15/12/2019,28,Construction error of the gearbox resulted in oil Leakage. Impact: Slippery floor,7634,24,Slippery floor,2
905,20/12/2019,7,Imbalance of the blade resulted in vibration (forced shutdown).,20107,67,,2
906,27/12/2019,16,Voltage spike for the generator resulted in trip (forced shutdown).,2334,48,,1
907,02/01/2020,27,Incorrect input for the brake system resulted in trip (forced shutdown).,2458,46,,1
908,04/01/2020,2,Extreme weather resulted in blade developing an edge crack.,1102077,311,,4
909,10/01/2020,26,Imbalance of the blade resulted in vibration (forced shutdown).,20617,66,,2
910,11/01/2020,3,Contamination (salt build up) on the transformer resulted in trip (forced shutdown).,5862,49,,2
911,14/01/2020,36,Incorrect input for the brake system resulted in trip (forced shutdown).,2503,50,,2
912,15/01/2020,7,Incorrect input for the brake system resulted in trip (forced shutdown).,2609,44,,1
913,19/01/2020,7,Imbalance of the blade resulted in vibration (forced shutdown).,18192,69,,2
914,24/01/2020,18,"Collision with flock of birds of the blade resulted in rupture. Impact: Collision filmed, national news media; 80 complaints.  ",982539,701,"Collision filmed, national news media; 80 complaints.  ",4
915,28/01/2020,6,Construction error of the gearbox resulted in oil Leakage. Impact: Slippery floor,8189,23,Slippery floor,2
916,31/01/2020,34,Voltage spike for the generator resulted in trip (forced shutdown).,2580,44,,1
917,05/02/2020,34,Slippery stairs resulted in personnel falling. Impact: Long absence,1500,0,Long absence,3
918,11/02/2020,8,Contamination (salt build up) on the transformer resulted in trip (forced shutdown).,6306,46,,2
919,12/02/2020,36,Incorrect input for the brake system resulted in trip (forced shutdown).,2341,52,,2
920,12/02/2020,31,Imbalance of the blade resulted in vibration (forced shutdown).,22565,72,,2
921,19/02/2020,26,Incorrect input for the brake system resulted in trip (forced shutdown).,2559,45,,1
922,26/02/2020,29,"Construction error (misalignment, bolts not tightened) for the main shaft resulted in vibration (forced shutdown).",2582,52,,2
923,03/03/2020,34,Imbalance of the blade resulted in vibration (forced shutdown).,20069,73,,2
924,06/03/2020,25,Contamination (salt build up) on the transformer resulted in trip (forced shutdown).,6074,48,,2
925,12/03/2020,25,Incorrect input for the brake system resulted in trip (forced shutdown).,2463,46,,1
926,19/03/2020,25,Corrosion of the tower resulted in loss of strength.,95534,612,,3
927,19/03/2020,23,Incorrect input for the yaw system resulted in trip (forced shutdown).,2382,49,,1
928,23/03/2020,7,Extreme weather resulted in blade developing an edge crack.,1034044,329,,4
929,24/03/2020,28,Extreme weather resulted in tower vibration (forced shutdown).,2927,67,,2
930,31/03/2020,26,Incorrect input for the yaw system resulted in trip (forced shutdown).,2564,52,,2
931,05/04/2020,6,Extreme weather resulted in substructure developing acrack.,306761,614,,3
932,10/04/2020,3,"Construction error (misalignment, bolts not tightened) for the main shaft resulted in vibration (forced shutdown).",2360,50,,1
933,16/04/2020,9,Incorrect input for the pitch system resulted in trip (forced shutdown).,2487,46,,1
934,22/04/2020,1,Incorrect input for the yaw system resulted in trip (forced shutdown).,2488,47,,1
935,26/04/2020,2,Incorrect input for the brake system resulted in trip (forced shutdown).,2522,43,,1
936,27/04/2020,25,Incorrect input for the yaw system resulted in trip (forced shutdown).,2322,46,,1
937,30/04/2020,36,Contamination (salt build up) on the transformer resulted in trip (forced shutdown).,6587,43,,2
938,06/05/2020,27,"Construction error (misalignment, bolts not tightened) for the main shaft resulted in vibration (forced shutdown).",2392,52,,2
939,08/05/2020,4,Incorrect input for the yaw system resulted in trip (forced shutdown).,2507,44,,1
940,10/05/2020,29,Incorrect input for the brake system resulted in trip (forced shutdown).,2492,47,,1
941,12/05/2020,36,Contamination (salt build up) on the transformer resulted in trip (forced shutdown).,6911,45,,2
942,18/05/2020,1,Incorrect input for the pitch system resulted in trip (forced shutdown).,2502,47,,1
943,19/05/2020,32,Extreme weather resulted in tower vibration (forced shutdown).,3099,68,,2
944,23/05/2020,7,Market demand on the vessel resulted in it being unavailable .,1500,74,,2
945,27/05/2020,10,Incorrect input for the yaw system resulted in trip (forced shutdown).,2618,45,,1
946,02/06/2020,26,Imbalance of the blade resulted in vibration (forced shutdown).,19719,76,,2
947,09/06/2020,36,Market demand on the vessel resulted in it being unavailable .,1500,78,,2
948,15/06/2020,8,Incorrect input for the pitch system resulted in trip (forced shutdown).,2570,52,,2
949,20/06/2020,18,Ventilation error for the generator resulted in overheating (forced shutdown).,2364,46,,1
950,25/06/2020,7,"Construction error (misalignment, bolts not tightened) for the main shaft resulted in vibration (forced shutdown).",2655,51,,2
951,26/06/2020,3,Contamination (salt build up) on the transformer resulted in trip (forced shutdown).,6109,46,,2
952,01/07/2020,8,Incorrect input for the pitch system resulted in trip (forced shutdown).,2648,50,,2
953,04/07/2020,18,Imbalance of the blade resulted in vibration (forced shutdown).,22906,75,,2
954,09/07/2020,18,Extreme weather resulted in tower vibration (forced shutdown).,2846,75,,2
955,09/07/2020,15,Incorrect input for the yaw system resulted in trip (forced shutdown).,2520,45,,1
956,12/07/2020,1,Incorrect input for the pitch system resulted in trip (forced shutdown).,2635,48,,1
957,15/07/2020,27,Incorrect input for the brake system resulted in trip (forced shutdown).,2302,49,,1
958,18/07/2020,13,Contamination (salt build up) on the transformer resulted in trip (forced shutdown).,6055,47,,2
959,25/07/2020,2,Construction error of the gearbox resulted in oil Leakage. Impact: Slippery floor,6339,23,Slippery floor,1
960,27/07/2020,31,Incorrect input for the yaw system resulted in trip (forced shutdown).,2369,51,,2
961,02/08/2020,20,Construction error of the gearbox resulted in oil Leakage. Impact: Slippery floor,6590,22,Slippery floor,1
962,06/08/2020,12,Voltage spike for the generator resulted in trip (forced shutdown).,2558,50,,2
963,06/08/2020,3,Contamination (salt build up) on the transformer resulted in trip (forced shutdown).,7127,49,,2
964,13/08/2020,35,Incorrect input for the pitch system resulted in trip (forced shutdown).,2407,50,,1
965,16/08/2020,34,Extreme weather resulted in tower vibration (forced shutdown).,2736,68,,2
966,22/08/2020,1,Contamination (salt build up) on the transformer resulted in trip (forced shutdown).,6848,48,,2
967,25/08/2020,17,Extreme weather resulted in tower vibration (forced shutdown).,3062,65,,2
968,30/08/2020,24,Contamination (salt build up) on the transformer resulted in trip (forced shutdown).,6258,51,,2
969,06/09/2020,7,Market demand on the vessel resulted in it being unavailable .,1500,72,,2
970,07/09/2020,18,Incorrect input for the brake system resulted in trip (forced shutdown).,2531,52,,2
971,14/09/2020,22,Voltage spike for the generator resulted in trip (forced shutdown).,2394,47,,1
972,15/09/2020,8,Contamination (salt build up) on the transformer resulted in trip (forced shutdown).,7443,44,,2
973,18/09/2020,14,Imbalance of the blade resulted in vibration (forced shutdown).,19753,75,,2
974,21/09/2020,24,Construction error of the gearbox resulted in oil Leakage. Impact: Slippery floor,8455,22,Slippery floor,2
975,26/09/2020,25,Contamination (salt build up) on the transformer resulted in trip (forced shutdown).,6777,48,,2
976,27/09/2020,31,Incorrect input for the brake system resulted in trip (forced shutdown).,2413,43,,1
977,29/09/2020,18,"Brake system failure of the rotor resulted in extreme overspeed=> tower collapse. Impact: Collapse filmed, international news media. Some 300 complaints. 5 km2 lightly polluted.",2871541,4696,"Collapse filmed, international news media. Some 300 complaints. 5 km2 lightly polluted.",4
978,01/10/2020,24,"Construction error of the transformer resulted in leakage. Impact: 200 ltr oil spilled into sea, 0,8 km2 lightly polluted.",19231,70,"200 ltr oil spilled into sea, 0,8 km2 lightly polluted.",3
979,02/10/2020,1,Incorrect input for the pitch system resulted in trip (forced shutdown).,2684,48,,1
980,06/10/2020,22,Contamination (salt build up) on the transformer resulted in trip (forced shutdown).,5823,48,,2
981,06/10/2020,4,Incorrect input for the yaw system resulted in trip (forced shutdown).,2407,51,,2
982,10/10/2020,26,"Construction error (misalignment, bolts not tightened) for the main shaft resulted in vibration (forced shutdown).",2340,48,,1
983,13/10/2020,5,Contamination (salt build up) on the transformer resulted in trip (forced shutdown).,7413,49,,2
984,19/10/2020,10,Imbalance of the blade resulted in vibration (forced shutdown).,18581,66,,2
985,25/10/2020,7,Imbalance of the blade resulted in vibration (forced shutdown).,21812,79,,2
986,26/10/2020,15,Imbalance of the blade resulted in vibration (forced shutdown).,20013,68,,2
987,30/10/2020,12,Incorrect input for the pitch system resulted in trip (forced shutdown).,2556,48,,1
988,05/11/2020,30,Corrosion of the tower resulted in loss of strength.,89443,683,,3
989,09/11/2020,27,Incorrect input for the pitch system resulted in trip (forced shutdown).,2602,50,,2
990,15/11/2020,28,Slippery stairs resulted in personnel falling. Impact: Long absence,1500,0,Long absence,3
991,16/11/2020,27,Contamination (salt build up) on the transformer resulted in trip (forced shutdown).,5821,44,,2
992,20/11/2020,8,Ventilation error for the generator resulted in overheating (forced shutdown).,2354,52,,2
993,24/11/2020,14,Contamination (salt build up) on the transformer resulted in trip (forced shutdown).,7285,45,,2
994,30/11/2020,36,Slippery stairs resulted in personnel falling. Impact: Long absence,1500,0,Long absence,3
995,04/12/2020,28,"Construction error (misalignment, bolts not tightened) for the main shaft resulted in vibration (forced shutdown).",2680,51,,2
996,07/12/2020,7,Incorrect input for the yaw system resulted in trip (forced shutdown).,2639,49,,1
997,13/12/2020,29,Imbalance of the blade resulted in vibration (forced shutdown).,18506,79,,2
998,18/12/2020,2,Incorrect input for the yaw system resulted in trip (forced shutdown).,2575,47,,1
999,25/12/2020,31,Incorrect input for the yaw system resulted in trip (forced shutdown).,2347,52,,2
1000,01/01/2021,30,Construction error of the gearbox resulted in oil Leakage. Impact: Slippery floor,8551,26,Slippery floor,2
1001,02/01/2021,34,Wear of the cable resulted in short circuit.,56030,180,,
1002,03/01/2021,7,"Construction error (misalignment, bolts not tightened) for the main shaft resulted in vibration (forced shutdown).",2614,49,,
1003,09/01/2021,25,"Construction error (misalignment, bolts not tightened) for the main shaft resulted in vibration (forced shutdown).",2332,48,,
1004,14/01/2021,6,Imbalance of the blade resulted in vibration (forced shutdown).,19737,74,,
1005,17/01/2021,22,Imbalance of the blade resulted in vibration (forced shutdown).,24692,70,,
1006,23/01/2021,36,"Construction error (misalignment, bolts not tightened) for the main shaft resulted in vibration (forced shutdown).",2506,48,,
1007,30/01/2021,7,Slippery stairs resulted in personnel falling. Impact: Long absence,1500,0,Long absence,
1008,03/02/2021,12,Contamination (salt build up) on the transformer resulted in trip (forced shutdown).,5804,44,,
1009,06/02/2021,29,Contamination (salt build up) on the transformer resulted in trip (forced shutdown).,5818,53,,
1010,06/02/2021,28,Imbalance of the blade resulted in vibration (forced shutdown).,17941,71,,
1011,12/02/2021,17,Incorrect input for the yaw system resulted in trip (forced shutdown).,2392,47,,
1012,15/02/2021,23,Incorrect input for the pitch system resulted in trip (forced shutdown).,2326,43,,
1013,19/02/2021,6,"Brake system failure of the rotor resulted in extreme overspeed=> tower collapse. Impact: Collapse filmed, international news media. Some 300 complaints. 5 km2 lightly polluted.",2683829,4887,"Collapse filmed, international news media. Some 300 complaints. 5 km2 lightly polluted.",
1014,24/02/2021,27,Overload of the gearbox resulted in tooth failure.,64976,176,,
1015,25/02/2021,34,Imbalance of the blade resulted in vibration (forced shutdown).,18215,76,,
1016,03/03/2021,6,Contamination (salt build up) on the transformer resulted in trip (forced shutdown).,7176,47,,
1017,07/03/2021,33,Incorrect input for the yaw system resulted in trip (forced shutdown).,2507,45,,
1018,09/03/2021,3,Contamination (salt build up) on the transformer resulted in trip (forced shutdown).,6648,47,,
1019,10/03/2021,34,Construction error of the gearbox resulted in oil Leakage. Impact: Slippery floor,6589,26,Slippery floor,
1020,12/03/2021,31,Imbalance of the blade resulted in vibration (forced shutdown).,24932,67,,
1021,17/03/2021,7,Imbalance of the blade resulted in vibration (forced shutdown).,20988,70,,
1022,18/03/2021,27,Contamination (salt build up) on the transformer resulted in trip (forced shutdown).,5598,48,,
1023,19/03/2021,19,"Construction error (misalignment, bolts not tightened) for the main shaft resulted in vibration (forced shutdown).",2567,45,,
1024,23/03/2021,23,Incorrect input for the brake system resulted in trip (forced shutdown).,2304,48,,
1025,29/03/2021,12,"Construction error (misalignment, bolts not tightened) for the main shaft resulted in vibration (forced shutdown).",2690,50,,
1026,03/04/2021,34,Incorrect input for the yaw system resulted in trip (forced shutdown).,2494,47,,
1027,03/04/2021,21,Contamination (salt build up) on the transformer resulted in trip (forced shutdown).,6473,44,,
1028,10/04/2021,12,Imbalance of the blade resulted in vibration (forced shutdown).,23901,74,,
1029,17/04/2021,13,Incorrect input for the pitch system resulted in trip (forced shutdown).,2477,45,,
1030,19/04/2021,1,Extreme weather resulted in blade developing an edge crack.,1015524,341,,
1031,25/04/2021,31,Incorrect input for the pitch system resulted in trip (forced shutdown).,2351,48,,
1032,25/04/2021,11,Incorrect input for the yaw system resulted in trip (forced shutdown).,2355,47,,
1033,30/04/2021,4,Incorrect input for the brake system resulted in trip (forced shutdown).,2493,45,,
1034,04/05/2021,9,Contamination (salt build up) on the transformer resulted in trip (forced shutdown).,6522,43,,
1035,11/05/2021,20,Ventilation error for the generator resulted in overheating (forced shutdown).,2532,53,,
1036,14/05/2021,36,Imbalance of the blade resulted in vibration (forced shutdown).,19976,68,,
1037,17/05/2021,3,Incorrect input for the brake system resulted in trip (forced shutdown).,2436,51,,
1038,19/05/2021,30,Incorrect input for the brake system resulted in trip (forced shutdown).,2504,44,,
1039,26/05/2021,8,Extreme weather resulted in substructure developing acrack.,260922,620,,
1040,30/05/2021,33,Contamination (salt build up) on the transformer resulted in trip (forced shutdown).,6773,48,,
1041,03/06/2021,7,Construction error of the gearbox resulted in oil Leakage. Impact: Slippery floor,7206,22,Slippery floor,
1042,04/06/2021,15,Slippery stairs resulted in personnel falling. Impact: Long absence,1500,0,Long absence,
1043,05/06/2021,26,Ventilation error for the generator resulted in overheating (forced shutdown).,2566,44,,
1044,07/06/2021,36,Incorrect input for the pitch system resulted in trip (forced shutdown).,2417,51,,
1045,10/06/2021,7,Slippery stairs resulted in personnel falling. Impact: Long absence,1500,0,Long absence,
1046,12/06/2021,7,Slippery stairs resulted in personnel falling. Impact: Long absence,1500,0,Long absence,
1047,17/06/2021,10,Incorrect input for the brake system resulted in trip (forced shutdown).,2594,49,,
1048,24/06/2021,32,Incorrect input for the pitch system resulted in trip (forced shutdown).,2454,47,,
1049,27/06/2021,20,Incorrect input for the pitch system resulted in trip (forced shutdown).,2657,47,,
1050,30/06/2021,23,Construction error of the gearbox resulted in oil Leakage. Impact: Slippery floor,7930,23,Slippery floor,
1051,07/07/2021,14,"Construction error (misalignment, bolts not tightened) for the main shaft resulted in vibration (forced shutdown).",2509,50,,
1052,11/07/2021,26,Construction error of the gearbox resulted in oil Leakage. Impact: Slippery floor,6983,23,Slippery floor,
1053,16/07/2021,27,Incorrect input for the yaw system resulted in trip (forced shutdown).,2632,44,,
1054,19/07/2021,7,Ventilation error for the generator resulted in overheating (forced shutdown).,2618,47,,
1055,21/07/2021,7,Extreme weather resulted in blade developing an edge crack.,978354,325,,
1056,25/07/2021,6,Incorrect input for the yaw system resulted in trip (forced shutdown).,2382,47,,
1057,30/07/2021,15,Contamination (salt build up) on the transformer resulted in trip (forced shutdown).,6801,49,,
1058,31/07/2021,23,Contamination (salt build up) on the transformer resulted in trip (forced shutdown).,6809,48,,
1059,04/08/2021,29,Incorrect input for the pitch system resulted in trip (forced shutdown).,2681,51,,
1060,06/08/2021,7,Imbalance of the blade resulted in vibration (forced shutdown).,17730,67,,
1061,07/08/2021,8,Contamination (salt build up) on the transformer resulted in trip (forced shutdown).,7087,49,,
1062,13/08/2021,30,Contamination (salt build up) on the transformer resulted in trip (forced shutdown).,7042,50,,
1063,14/08/2021,10,Contamination (salt build up) on the transformer resulted in trip (forced shutdown).,6829,51,,
1064,17/08/2021,11,Incorrect input for the pitch system resulted in trip (forced shutdown).,2453,43,,
1065,24/08/2021,27,Contamination (salt build up) on the transformer resulted in trip (forced shutdown).,5823,49,,
1066,30/08/2021,4,"Construction error (misalignment, bolts not tightened) for the main shaft resulted in vibration (forced shutdown).",2464,44,,
1067,31/08/2021,17,Voltage spike for the generator resulted in trip (forced shutdown).,2407,44,,
1068,03/09/2021,19,Incorrect input for the yaw system resulted in trip (forced shutdown).,2687,45,,
1069,08/09/2021,8,"Construction error (misalignment, bolts not tightened) for the main shaft resulted in vibration (forced shutdown).",2453,50,,
1070,11/09/2021,6,Extreme weather resulted in tower vibration (forced shutdown).,2726,67,,
1071,14/09/2021,19,Extreme weather resulted in blade developing an edge crack.,1055426,319,,
1072,16/09/2021,21,Incorrect input for the pitch system resulted in trip (forced shutdown).,2358,44,,
1073,19/09/2021,25,Incorrect input for the pitch system resulted in trip (forced shutdown).,2432,46,,
1074,22/09/2021,4,Contamination (salt build up) on the transformer resulted in trip (forced shutdown).,5613,48,,
1075,28/09/2021,1,Incorrect input for the yaw system resulted in trip (forced shutdown).,2618,53,,
1076,05/10/2021,8,Contamination (salt build up) on the transformer resulted in trip (forced shutdown).,6997,46,,
1077,11/10/2021,28,Ventilation error for the generator resulted in overheating (forced shutdown).,2653,52,,
1078,12/10/2021,32,Construction error of the gearbox resulted in oil Leakage. Impact: Slippery floor,7976,22,Slippery floor,
1079,16/10/2021,3,Contamination (salt build up) on the transformer resulted in trip (forced shutdown).,7344,44,,
1080,19/10/2021,25,Incorrect input for the brake system resulted in trip (forced shutdown).,2372,53,,
1081,26/10/2021,7,Ventilation error for the generator resulted in overheating (forced shutdown).,2679,51,,
1082,28/10/2021,26,Imbalance of the blade resulted in vibration (forced shutdown).,19781,78,,
1083,02/11/2021,6,Overload of the gearbox resulted in tooth failure.,69989,167,,
1084,05/11/2021,6,Imbalance of the blade resulted in vibration (forced shutdown).,23274,74,,
1085,06/11/2021,30,Contamination (salt build up) on the transformer resulted in trip (forced shutdown).,6937,48,,
1086,09/11/2021,4,Contamination (salt build up) on the transformer resulted in trip (forced shutdown).,6807,45,,
1087,15/11/2021,20,Incorrect input for the yaw system resulted in trip (forced shutdown).,2660,48,,
1088,22/11/2021,30,Wear of the cable resulted in short circuit.,42338,164,,
1089,26/11/2021,24,Extreme weather resulted in substructure developing acrack.,265312,616,,
1090,27/11/2021,19,Incorrect input for the pitch system resulted in trip (forced shutdown).,2645,49,,
1091,02/12/2021,24,"Construction error (misalignment, bolts not tightened) for the main shaft resulted in vibration (forced shutdown).",2652,47,,
1092,05/12/2021,12,Incorrect input for the yaw system resulted in trip (forced shutdown).,2476,46,,
1093,09/12/2021,36,Contamination (salt build up) on the transformer resulted in trip (forced shutdown).,7418,51,,
1094,09/12/2021,13,Slippery stairs resulted in personnel falling. Impact: Long absence,1500,0,Long absence,
1095,14/12/2021,1,Contamination (salt build up) on the transformer resulted in trip (forced shutdown).,7021,50,,
1096,16/12/2021,2,Incorrect input for the brake system resulted in trip (forced shutdown).,2332,48,,
1097,23/12/2021,35,Construction error of the gearbox resulted in oil Leakage. Impact: Slippery floor,6682,23,Slippery floor,
1098,25/12/2021,2,Imbalance of the blade resulted in vibration (forced shutdown).,18600,65,,
1099,27/12/2021,29,Incorrect input for the pitch system resulted in trip (forced shutdown).,2569,46,,
1100,31/12/2021,14,"Construction error (misalignment, bolts not tightened) for the main shaft resulted in vibration (forced shutdown).",2364,52,,
